SITE_NO,SITE_NAME,BUSINESS_NO,BUSINESS_NAME,YEAR,WEEK_NO,WEEK_BEGINNING,WEEKLY_AVERAGE_AF,REASON_FOR_NO_COUNT,SG_ACTION,MITIGATION,ADDITIONAL_MITIGATION,ADDITIONAL_INFORMATION
FS0559,Ardyne,FB0169,The Scottish Salmon Company,2022,1,2022-01-03,0.03,,,,,
FS0549,Tanera,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0,,,,,
FS0546,Nevis C (Ardintigh),FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0,,,,,
FS0531,Ornish Island,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0,,,,,
FS0645,Kirk Noust,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,0.5,,,,,
FS0637,Stead of Aithness,FB0095,Cooke Aquaculture Scotland Ltd,2022,1,2022-01-03,4,,,Physical,,Hydrolicer
FS0621,Loch A Chairn Bhain,FB0398,Loch Duart Ltd,2022,1,2022-01-03,0.38,,,,,
FS0616,Nevis B,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,0.01,,,,,
FS0608,Vidlin North,FB0125,Scottish Sea Farms Ltd,2022,1,2022-01-03,2,,,Destocking,,Freshwater treatment week 3
FS0599,MacLean's Nose,FB0119,Mowi Scotland Ltd,2022,1,2022-01-03,0.01,,,,,
FS0666,Burrastow,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS1337,Hunda,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Withdrawal period prior to harvesting,,,,
FS1288,Etive 6,FB0456,Dawnfresh Farming Ltd,2021,52,2021-12-27,0.184,,,,,
FS1335,"Swarta Skerry, Dury Voe",FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.18,,,,,
FS1286,Muck,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,,Weather,,,,
FS1334,Grey Horse Channel Outer,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,,Weather,,,,
FS1281,Sgian Dubh,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS1331,Lober Rock (SMH),FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Site recently stocked,,,,
FS1280,Loch Carnan,FB0398,Loch Duart Ltd,2021,52,2021-12-27,0,,,,,
FS1278,East of Papa Little,FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,5.6,,,Harvesting,,
FS1277,Reibinish,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,1.67,,,,,
FS1317,Rum,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,,Weather,,,,
FS1312,Skelwick Skerry,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0.16,,,,,
FS1310,Loch Pooltiel,FB0134,Kames Fish Farming Ltd,2021,52,2021-12-27,0.14,,,,,
FS1267,Gometra,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.5,,,,,
FS1305,Westerbister,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Withdrawal period prior to harvesting,,,,
FS1349,Bay of Holland,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0.07,,,,,
FS1344,Invertote Salmon Farm,FB0579,Organic Sea Harvest Ltd,2021,52,2021-12-27,0.09,,,,,
FS1297,Tabhaigh,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.99,,,,,
FS1296,Colonsay,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.56,,,,,
FS1294,Wyre,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Site recently stocked,,,,
FS1343,Culnacnoc Salmon Farm,FB0579,Organic Sea Harvest Ltd,2021,52,2021-12-27,,Weather,,,,
FS1293,Scadabay,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.04,,,,,
FS1342,West Strome,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,1.38,,,,,
FS1291,Caolas A Deas,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,1.03,,,,,
FS0860,Shapinsay,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS1198,South Cava,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS1176,Eilean Grianain,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0752,Taranaish,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,2.85,,,,,"Freshwater treatment planned, awaiting favourable weather."
FS0858,Fada,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.02,,,,,
FS1122,Grey Horse Channel,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,,Weather,,,,
FS0717,Balta Isle,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS1019,Strondoir Bay,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS0853,Lochmaddy,FB0398,Loch Duart Ltd,2021,52,2021-12-27,1.64,,,,,
FS1121,"Bight of Bellister, Dury Voe",FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.03,,,,,
FS0710,Sandwick,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Site fallow,,,,
FS1018,Slocka Ronas Voe,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.05,,,,,
FS0851,Ardgaddan,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS1116,Lee of Burrafirth,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0.97,,,,,
FS0708,Portree,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.95,,,,,
FS1017,Fara West,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0839,Geasgill,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.49,,,,,
FS1112,Etive 4,FB0456,Dawnfresh Farming Ltd,2021,52,2021-12-27,0.229,,,,,
FS0698,Quarry Point,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS0999,Collafirth 3,FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,,Weather,,,,
FS0823,Noust Geo,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.02,,,,,
FS1103,Vuia Mor,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.68,,,,,
FS0696,Fiunary,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0993,Chalmers Hope,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0818,Ardcastle,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS0813,Puldrite,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS1101,Etive 3 (Port na Mine),FB0456,Dawnfresh Farming Ltd,2021,52,2021-12-27,0.073,,,,,
FS0694,Fishnish (B),FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0960,East of Holm Heogland (Burkwell),FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,1.84,,,,,
FS0683,Gob a Bharra,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS0946,North Voe,FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,0.51,,,,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.2,,,,,
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2021,52,2021-12-27,0,,,,,
FS0767,Tarbert South,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0.48,,,,,
FS0671,Outer Bay (Loch Droighniche),FB0398,Loch Duart Ltd,2021,52,2021-12-27,,Broodstock population visually inspected,,,,
FS1076,Setterness North (Bomlo),FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,1.18,,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0.61,,,,,
FS0927,Kyles Vuia,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,,Weather,,,,
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,,Weather,,,,
FS1256,Plocrapol,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.06,,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2021,52,2021-12-27,0.125,,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,3.05,,,Physical,,Thermolicer
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS1033,North Shore,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,,Weather,,,,
FS1027,Linga (Setterness),FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,0.18,,,,,
FS0903,Swining Voe 3,FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,0.25,,,,,
FS0875,Walters (East Lismore),FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS1233,Eughlam,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.58,,,,,
FS1056,Strone,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0.5,,,,,
FS1047,Loch Creran (D),FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.31,,,,,
FS1023,Bring Head,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0865,Marulaig Bay,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0427,Fishnish (A),FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0413,Camas Glas,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.09,,,,,
FS0408,Poseidon,FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,,Weather,,,,
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2021,52,2021-12-27,0,,,,,
FS0502,Scotasay,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.11,,,,,
FS0489,Cole Deep,FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,1.02,,,,,
FS0477,Bow of Hascosay,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Site fallow,,,,
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0465,Shuna Castle,FB0134,Kames Fish Farming Ltd,2021,52,2021-12-27,,Weather,,,,
FS0462,Kames Bay (east),FB0134,Kames Fish Farming Ltd,2021,52,2021-12-27,,Weather,,,,
FS0430,Nevis A,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,1.8,,,,,
FS0245,Ardintoul,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.01,,,,,
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.01,,,,,
FS0242,Gravir,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,2.2,,,,,"Freshwater treatment planned, awaiting favourable weather."
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.01,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0.11,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0356,North Moine,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,1.46,,,,,
FS0292,Bight of Foraness,FB0440,Grieg Seafood Shetland Ltd,2021,52,2021-12-27,,Weather,,,,
FS0271,Kames Bay (west),FB0134,Kames Fish Farming Ltd,2021,52,2021-12-27,,Weather,,,,
FS0249,Ardnish,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.14,,,,,
FS0248,Loch Duich,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.23,,,,,
FS0057,Corry Farm,FB0447,Wester Ross Fisheries Ltd,2021,52,2021-12-27,0,,,,,
FS0056,Ardmair,FB0447,Wester Ross Fisheries Ltd,2021,52,2021-12-27,0,,,,,
FS0054,Lyrawa Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0031,Pegal Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0016,Loch Alsh (Sron),FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.01,,,,,
FS0015,Loch Greshornish,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.11,,,,,
FS0234,Torridon,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0212,Invasion Bay,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,1.98,,,,,
FS0209,Scallastle,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.06,,,,,
FS0183,South Sound,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,2.88,,,Destocking,,
FS0091,Meall Mhor Loch Fyne,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS0090,Ormsary Broodstock Unit,FB0061,Landcatch Natural Selection Ltd,2021,52,2021-12-27,2.16,,,Bath,,Freshwater treatment conducted 21st/22nd December. Salmosan treatment to be conducted if lice burden doesn’t subside. 
FS0088,Cloudin,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0068,Calva Bay (Calbha Beag),FB0398,Loch Duart Ltd,2021,52,2021-12-27,1.38,,,,,
FS0067,Badcall Bay,FB0398,Loch Duart Ltd,2021,52,2021-12-27,1.44,,,,,
FS0237,Gorsten,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0065,Loch Laxford,FB0398,Loch Duart Ltd,2021,52,2021-12-27,0,,,,,
FS0594,Aird,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,,Site recently stocked,,,,
FS0590,Glenan Bay,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0,,,,,
FS0559,Ardyne,FB0169,The Scottish Salmon Company,2021,52,2021-12-27,0.03,,,,,
FS0549,Tanera,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.02,,,,,
FS0546,Nevis C (Ardintigh),FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0,,,,,
FS0531,Ornish Island,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0645,Kirk Noust,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,0,,,,,
FS0637,Stead of Aithness,FB0095,Cooke Aquaculture Scotland Ltd,2021,52,2021-12-27,,Veterinary advice,,,,
FS0621,Loch A Chairn Bhain,FB0398,Loch Duart Ltd,2021,52,2021-12-27,0.4,,,,,
FS0616,Nevis B,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,0.01,,,,,
FS0608,Vidlin North,FB0125,Scottish Sea Farms Ltd,2021,52,2021-12-27,1.13,,,,,
FS0599,MacLean's Nose,FB0119,Mowi Scotland Ltd,2021,52,2021-12-27,0.01,,,,,
FS0666,Burrastow,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0,,,,,
FS1337,Hunda,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,,Withdrawal period prior to harvesting,,,,
FS1288,Etive 6,FB0456,Dawnfresh Farming Ltd,2021,51,2021-12-20,0.01,,,,,
FS1335,"Swarta Skerry, Dury Voe",FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0.18,,,,,
FS1286,Muck,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,1.25,,,,,
FS1334,Grey Horse Channel Outer,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,,Weather,,,,
FS1281,Sgian Dubh,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0,,,,,
FS1331,Lober Rock (SMH),FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,,Site recently stocked,,,,
FS1280,Loch Carnan,FB0398,Loch Duart Ltd,2021,51,2021-12-20,0.02,,,,,
FS1318,Portree Outer,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,,Site fallow,,,,
FS1278,East of Papa Little,FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,4.3,,,Harvesting,,Harvesting due to complete 17th Jan 2022
FS1277,Reibinish,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,,Weather,,,,
FS1317,Rum,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,,Weather,,,,
FS1312,Skelwick Skerry,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.2,,,,,
FS1310,Loch Pooltiel,FB0134,Kames Fish Farming Ltd,2021,51,2021-12-20,0.08,,,,,
FS1267,Gometra,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,,Withdrawal period prior to harvesting,,,,
FS1305,Westerbister,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,,Withdrawal period prior to harvesting,,,,
FS1349,Bay of Holland,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.09,,,,,
FS1344,Invertote Salmon Farm,FB0579,Organic Sea Harvest Ltd,2021,51,2021-12-20,0.12,,,,,
FS1297,Tabhaigh,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,,Weather,,,,
FS1296,Colonsay,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,,Weather,,,,
FS1294,Wyre,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0,,,,,
FS1343,Culnacnoc Salmon Farm,FB0579,Organic Sea Harvest Ltd,2021,51,2021-12-20,0.06,,,,,
FS1293,Scadabay,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,,Weather,,,,
FS1342,West Strome,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,1.78,,,,,
FS1291,Caolas A Deas,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,2.5,,,Physical,,Thermolicer 
FS0860,Shapinsay,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,,Veterinary advice,,,,
FS1198,South Cava,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,1.9,,,,,
FS1176,Eilean Grianain,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0,,,,,
FS1020,Bay of Vady,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,,Site fallow,,,,
FS0858,Fada,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0,,,,,
FS1122,Grey Horse Channel,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,,Weather,,,,
FS0717,Balta Isle,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.08,,,,,
FS1019,Strondoir Bay,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0,,,,,
FS0853,Lochmaddy,FB0398,Loch Duart Ltd,2021,51,2021-12-20,1.98,,,,,
FS1121,"Bight of Bellister, Dury Voe",FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0.02,,,,,
FS0710,Sandwick,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,,Withdrawal period prior to harvesting,,,,
FS1018,Slocka Ronas Voe,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0.01,,,,,
FS0851,Ardgaddan,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0,,,,,
FS1116,Lee of Burrafirth,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,3.2,,,Physical,,Hydrolicer
FS0708,Portree,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0.6,,,,,
FS1017,Fara West,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.38,,,,,
FS0839,Geasgill,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0.5,,,,,
FS1112,Etive 4,FB0456,Dawnfresh Farming Ltd,2021,51,2021-12-20,0.02,,,,,
FS0698,Quarry Point,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0,,,,,
FS0999,Collafirth 3,FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,1.02,,,,,
FS0823,Noust Geo,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0.08,,,,,
FS1103,Vuia Mor,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,2.36,,,Physical,,Treamtment delayed due to weather 
FS0696,Fiunary,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0,,,,,
FS0993,Chalmers Hope,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,1.83,,,,,
FS0818,Ardcastle,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0.01,,,,,
FS0813,Puldrite,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,,Veterinary advice,,,,
FS1101,Etive 3 (Port na Mine),FB0456,Dawnfresh Farming Ltd,2021,51,2021-12-20,0.14,,,,,
FS0694,Fishnish (B),FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0.18,,,,,
FS0960,East of Holm Heogland (Burkwell),FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,4.04,,,Physical,,Hydrolicer
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,1.4625,,,,,
FS0683,Gob a Bharra,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0,,,,,
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2021,51,2021-12-20,0,,,,,
FS0946,North Voe,FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,0.23,,,,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0.4625,,,,,
FS0767,Tarbert South,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.83,,,,,
FS0671,Outer Bay (Loch Droighniche),FB0398,Loch Duart Ltd,2021,51,2021-12-20,,Broodstock population visually inspected,,,,
FS1260,Sound of Harris,FB0398,Loch Duart Ltd,2021,51,2021-12-20,,Site fallow,,,,
FS1076,Setterness North (Bomlo),FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,0.31,,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,1.01,,,,,
FS0927,Kyles Vuia,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,,Weather,,,,
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0,,,,,
FS1256,Plocrapol,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0.16,,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2021,51,2021-12-20,0,,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,1.7047619048,,,,,
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,1.5,,,,,
FS1033,North Shore,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,,Weather,,,,
FS1027,Linga (Setterness),FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,0.46,,,,,
FS0903,Swining Voe 3,FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,0.26,,,,,
FS0875,Walters (East Lismore),FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,1.39,,,,,
FS1233,Eughlam,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0.57,,,,,
FS1056,Strone,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,1.7,,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,1.1,,,,,
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.81,,,,,
FS1047,Loch Creran (D),FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0.06,,,,,
FS1023,Bring Head,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,,Withdrawal period prior to harvesting,,,,
FS0865,Marulaig Bay,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0,,,,,
FS0752,Taranaish,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,2.5,,,Bath,,12 Hour Freshwater treatment 
FS0427,Fishnish (A),FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0.25,,,,,
FS0413,Camas Glas,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0.0625,,,,,
FS0408,Poseidon,FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,,Weather,,,,
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2021,51,2021-12-20,0,,,,,
FS0502,Scotasay,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0.1,,,,,
FS0489,Cole Deep,FB0440,Grieg Seafood Shetland Ltd,2021,51,2021-12-20,0.28,,,,,
FS0477,Bow of Hascosay,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,,Withdrawal period prior to harvesting,,,,
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.63,,,,,
FS0465,Shuna Castle,FB0134,Kames Fish Farming Ltd,2021,51,2021-12-20,1.03,,,,,
FS0462,Kames Bay (east),FB0134,Kames Fish Farming Ltd,2021,51,2021-12-20,,Withdrawal period prior to harvesting,,,,
FS0519,Maol Ban,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,,Site fallow,,,,
FS0430,Nevis A,FB0125,Scottish Sea Farms Ltd,2021,51,2021-12-20,0,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,1.7,,,,,
FS0245,Ardintoul,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0.0285714286,,,,,
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0.00625,,,,,
FS0242,Gravir,FB0169,The Scottish Salmon Company,2021,51,2021-12-20,0.95,,,,,
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0.02,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,0.04,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2021,51,2021-12-20,1.8,,,,,
FS0356,North Moine,FB0119,Mowi Scotland Ltd,2021,51,2021-12-20,0.87,,,,,
