SITE_NO,SITE_NAME,BUSINESS_NO,BUSINESS_NAME,YEAR,WEEK_NO,WEEK_BEGINNING,WEEKLY_AVERAGE_AF,REASON_FOR_NO_COUNT,SG_ACTION,MITIGATION,ADDITIONAL_MITIGATION,ADDITIONAL_INFORMATION
FS0813,Puldrite,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0.66,,,,,
FS1101,Etive 3 (Port na Mine),FB0456,Dawnfresh Farming Ltd,2021,45,2021-11-08,0.394,,,,,
FS0694,Fishnish (B),FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0,,,,,
FS0683,Gob a Bharra,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,0,,,,,
FS0964,Bloody Bay,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,,Withdrawal period prior to harvesting,,,,
FS0960,East of Holm Heogland (Burkwell),FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0.88,,,,,
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,1.76,,,,,
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2021,45,2021-11-08,0,,,,,
FS0946,North Voe,FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,0.03,,,,,
FS1091,Vacasay,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,2.8,,,Harvesting,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,3.35,,,Bath,,Freshwater extended treatment
FS0767,Tarbert South,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,0,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0.43,,,,,
FS0666,Burrastow,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0,,,,,
FS0927,Kyles Vuia,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,,Weather,,,,
FS1260,Sound of Harris,FB0398,Loch Duart Ltd,2021,45,2021-11-08,1.41,,,,,
FS1076,Setterness North (Bomlo),FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,0.02,,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,,Weather,,,,
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,,Weather,,,,
FS1256,Plocrapol,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,,Site recently stocked,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2021,45,2021-11-08,0.34,,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.76,,,,,
FS0908,Quanterness,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,,Withdrawal period prior to harvesting,,,,
FS0903,Swining Voe 3,FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,,Weather,,,,
FS1254,Outer Eport,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,,Withdrawal period prior to harvesting,,,,
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,,Weather,,,,
FS1033,North Shore,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,1.17,,,,,
FS1027,Linga (Setterness),FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,0.11,,,,,
FS0875,Walters (East Lismore),FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0.95,,,,,
FS1233,Eughlam,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,,Weather,,,,
FS1056,Strone,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,0.01,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0.4,,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,,Weather,,,,
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0.77,,,,,
FS1047,Loch Creran (D),FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0.04,,,,,
FS1023,Bring Head,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,1.09,,,,,
FS1198,South Cava,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0.2,,,,,
FS0764,Olna South,FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,,Withdrawal period prior to harvesting,,,,
FS0752,Taranaish,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,2.64,,,Physical,,Treatment delayed due to weather
FS0427,Fishnish (A),FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0.06,,,,,
FS0413,Camas Glas,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0,,,,,
FS0408,Poseidon,FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,0.09,,,,,
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2021,45,2021-11-08,0,,,,,
FS0502,Scotasay,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,0,,,,,
FS0489,Cole Deep,FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,0.75,,,,,
FS0477,Bow of Hascosay,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,1.6,,,,,
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0.2,,,,,
FS0465,Shuna Castle,FB0134,Kames Fish Farming Ltd,2021,45,2021-11-08,1.83,,,,,
FS0462,Kames Bay (east),FB0134,Kames Fish Farming Ltd,2021,45,2021-11-08,1.23,,,,,
FS0519,Maol Ban,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.76,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,4.3,,,Bath,,Salmosan and Alphamax treatment
FS0245,Ardintoul,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.01,,,,,
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0,,,,,
FS0242,Gravir,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,1,,Advisory Letter,,,
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.08,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.01,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0.08,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,2.4,,,Physical,,Hydrolicer
FS0356,North Moine,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,,Site recently stocked,,,,
FS0336,Druimyeon Bay,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,,Withdrawal period prior to harvesting,,,,
FS0292,Bight of Foraness,FB0440,Grieg Seafood Shetland Ltd,2021,45,2021-11-08,0.16,,,,,
FS0271,Kames Bay (west),FB0134,Kames Fish Farming Ltd,2021,45,2021-11-08,1.26,,,,,
FS0249,Ardnish,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.04,,,,,
FS0248,Loch Duich,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.16,,,,,
FS0057,Corry Farm,FB0447,Wester Ross Fisheries Ltd,2021,45,2021-11-08,0,,,,,
FS0056,Ardmair,FB0447,Wester Ross Fisheries Ltd,2021,45,2021-11-08,0.02,,,,,
FS0054,Lyrawa Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,,Site recently stocked,,,,
FS0031,Pegal Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,,Site recently stocked,,,,
FS0016,Loch Alsh (Sron),FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.03,,,,,
FS0015,Loch Greshornish,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.03,,,,,
FS0212,Invasion Bay,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.06,,,,,
FS0209,Scallastle,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,,Veterinary advice,,,,
FS0183,South Sound,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,,Veterinary advice,,Physical,,
FS0091,Meall Mhor Loch Fyne,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,0,,,,,
FS0090,Ormsary Broodstock Unit,FB0061,Landcatch Natural Selection Ltd,2021,45,2021-11-08,,Veterinary advice,,,,
FS0088,Cloudin,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0,,,,,
FS0068,Calva Bay (Calbha Beag),FB0398,Loch Duart Ltd,2021,45,2021-11-08,0.75,,,,,
FS0067,Badcall Bay,FB0398,Loch Duart Ltd,2021,45,2021-11-08,0.77,,,,,
FS0237,Gorsten,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0,,,,,
FS0234,Torridon,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,,Site recently stocked,,,,
FS0065,Loch Laxford,FB0398,Loch Duart Ltd,2021,45,2021-11-08,0,,,,,
FS0590,Glenan Bay,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,0.02,,,,,
FS0559,Ardyne,FB0169,The Scottish Salmon Company,2021,45,2021-11-08,0.03,,,,,
FS0549,Tanera,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0.01,,,,,
FS0546,Nevis C (Ardintigh),FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0.01,,,,,
FS0531,Ornish Island,FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0,,,,,
FS0645,Kirk Noust,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,0.34,,,,,
FS0637,Stead of Aithness,FB0095,Cooke Aquaculture Scotland Ltd,2021,45,2021-11-08,3.54,,,Bath,,Salmosan 
FS0621,Loch A Chairn Bhain,FB0398,Loch Duart Ltd,2021,45,2021-11-08,0.01,,,,,
FS0616,Nevis B,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,0,,,,,
FS0608,Vidlin North,FB0125,Scottish Sea Farms Ltd,2021,45,2021-11-08,2.21,,,,,
FS0605,Creag an T'Sagairt (Loch Hourn),FB0119,Mowi Scotland Ltd,2021,45,2021-11-08,0.45,,,,,
FS0599,MacLean's Nose,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS1340,Mill Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.5,,,,,
FS1337,Hunda,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,,Withdrawal period prior to harvesting,,,,
FS1335,"Swarta Skerry, Dury Voe",FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.07,,,,,
FS1286,Muck,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,1.5333333333,,,,,
FS1334,Grey Horse Channel Outer,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,,Weather,,,,
FS1281,Sgian Dubh,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS1280,Loch Carnan,FB0398,Loch Duart Ltd,2021,44,2021-11-01,0,,,,,
FS1330,Sconser Quarry,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,2.1375,,,Harvesting,,
FS1318,Portree Outer,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Veterinary advice,,,,
FS1278,East of Papa Little,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,1.47,,,,,
FS1277,Reibinish,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0.54,,,,,
FS1317,Rum,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,1.4875,,,,,
FS1275,Flaeshins,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,,Withdrawal period prior to harvesting,,,,
FS1310,Loch Pooltiel,FB0134,Kames Fish Farming Ltd,2021,44,2021-11-01,0.13,,,,,
FS1267,Gometra,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0.17,,,,,
FS1305,Westerbister,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,,Veterinary advice,,,,
FS1261,Hellisay,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,5.245,,,Physical,,Thermolicer Treatment
FS1349,Bay of Holland,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.1,,,,,
FS1344,Invertote Salmon Farm,FB0579,Organic Sea Harvest Ltd,2021,44,2021-11-01,,Site recently stocked,,,,
FS1297,Tabhaigh,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,1.1,,,,,
FS1343,Culnacnoc Salmon Farm,FB0579,Organic Sea Harvest Ltd,2021,44,2021-11-01,,Weather,,,,
FS1296,Colonsay,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,,Withdrawal period prior to harvesting,,,,
FS1293,Scadabay,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS1342,West Strome,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,1.92,,,,,
FS1291,Caolas A Deas,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,,Withdrawal period prior to harvesting,,,,
FS0860,Shapinsay,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.11,,,,,
FS1176,Eilean Grianain,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS1020,Bay of Vady,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.45,,,,,
FS0858,Fada,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.01,,,,,
FS1122,Grey Horse Channel,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,,Weather,,,,
FS0717,Balta Isle,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS1019,Strondoir Bay,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS0853,Lochmaddy,FB0398,Loch Duart Ltd,2021,44,2021-11-01,1.24,,,,,
FS1121,"Bight of Bellister, Dury Voe",FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.03,,,,,
FS0710,Sandwick,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.77,,,,,
FS1018,Slocka Ronas Voe,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0,,,,,
FS1017,Fara West,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,,Site recently stocked,,,,
FS0851,Ardgaddan,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS0708,Portree,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0.48,,,,,
FS1010,East Tarbert Bay,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,2,,,Harvesting,,
FS0839,Geasgill,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,3.78,,,Physical,,
FS1112,Etive 4,FB0456,Dawnfresh Farming Ltd,2021,44,2021-11-01,0.95,,,,,
FS0698,Quarry Point,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0.01,,,,,
FS0999,Collafirth 3,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,0.32,,,,,
FS1103,Vuia Mor,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Weather,,,,
FS0696,Fiunary,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0,,,,,
FS0993,Chalmers Hope,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,,Weather,,,,
FS0818,Ardcastle,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0.01,,,,,
FS0813,Puldrite,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.87,,,,,
FS1101,Etive 3 (Port na Mine),FB0456,Dawnfresh Farming Ltd,2021,44,2021-11-01,0.88,,,,,
FS0694,Fishnish (B),FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.24,,,,,
FS0683,Gob a Bharra,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS0964,Bloody Bay,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0,,,,,
FS0960,East of Holm Heogland (Burkwell),FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,1,,,,,
FS0805,Bagh Dail Nan Cean,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,1.5375,,,,,
FS0675,Ardessie B,FB0447,Wester Ross Fisheries Ltd,2021,44,2021-11-01,0,,,,,
FS0946,North Voe,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,0.01,,,,,
FS1091,Vacasay,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Weather,,,,
FS1083,Groatay,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,,Weather,,,,
FS0767,Tarbert South,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS1080,Bay of Cleat (North),FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,1.15,,,,,
FS0666,Burrastow,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS0927,Kyles Vuia,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Weather,,,,
FS1260,Sound of Harris,FB0398,Loch Duart Ltd,2021,44,2021-11-01,3.04,,,Cleanerfish,Harvesting,One pen of concern is to be harvested out.
FS1076,Setterness North (Bomlo),FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,0,,,,,
FS1043,Ness of Copister,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.56,,,,,
FS1259,Stulaigh,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS1256,Plocrapol,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Site recently stocked,,,,
FS1067,Inverawe (East) Etive 2,FB0456,Dawnfresh Farming Ltd,2021,44,2021-11-01,0.18,,,,,
FS1042,Seaforth,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,1.7849056604,,,,,
FS0908,Quanterness,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,,Withdrawal period prior to harvesting,,,,
FS0903,Swining Voe 3,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,1.86,,,,,
FS1254,Outer Eport,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Withdrawal period prior to harvesting,,,,
FS1057,Vee Taing,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,3.48,,,Physical,,Hydrolicer
FS1033,North Shore,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.828125,,,,,
FS1027,Linga (Setterness),FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,0.01,,,,,
FS0875,Walters (East Lismore),FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,1.63,,,,,
FS1233,Eughlam,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,2.93,,,Physical,,Delayed by weather
FS1056,Strone,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS1024,Toyness,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.53,,,,,
FS0871,Winna Ness,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,2.98,,,Physical,,Hydrolicer
FS1210,Vestness,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.79,,,,,
FS1047,Loch Creran (D),FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.07,,,,,
FS1023,Bring Head,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,1,,,,,
FS1198,South Cava,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,,Weather,,,,
FS0764,Olna South,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,,Withdrawal period prior to harvesting,,,,
FS0752,Taranaish,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Weather,,,,
FS0427,Fishnish (A),FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.08,,,,,
FS0413,Camas Glas,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.0125,,,,,
FS0408,Poseidon,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,0.36,,,,,
FS0517,Ardessie A,FB0447,Wester Ross Fisheries Ltd,2021,44,2021-11-01,0.08,,,,,
FS0502,Scotasay,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,,Site recently stocked,,,,
FS0489,Cole Deep,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,4.1,,,,,FW treatment commencing wk 45
FS0477,Bow of Hascosay,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,1.04,,,,,
FS0472,Wick of Belmont,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.12,,,,,
FS0465,Shuna Castle,FB0134,Kames Fish Farming Ltd,2021,44,2021-11-01,1.18,,,,,
FS0462,Kames Bay (east),FB0134,Kames Fish Farming Ltd,2021,44,2021-11-01,1.4,,,,,
FS0519,Maol Ban,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,1.0875,,,,,
FS0247,Loch Harport,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,2.125,,,,,
FS0245,Ardintoul,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.0045454545,,,Bath,,Salmosan and Alphamax treatment
FS0244,Loch Leven (1),FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS0242,Gravir,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,1.03,,,Bath,,FW Treatment
FS0241,Kingairloch,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.0785714286,,,,,
FS0240,Linnhe,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS0390,Carness Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.08,,,,,
FS0382,Uyea Isle,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,2.21,,,Physical,,Hydrolicer
FS0336,Druimyeon Bay,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,2,,,Harvesting,,Site fallowed week 45 
FS0292,Bight of Foraness,FB0440,Grieg Seafood Shetland Ltd,2021,44,2021-11-01,0.1,,,,,
FS0271,Kames Bay (west),FB0134,Kames Fish Farming Ltd,2021,44,2021-11-01,1.71,,,,,
FS0249,Ardnish,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.0062597809,,,,,
FS0248,Loch Duich,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.1875,,,,,
FS0057,Corry Farm,FB0447,Wester Ross Fisheries Ltd,2021,44,2021-11-01,0,,,,,
FS0056,Ardmair,FB0447,Wester Ross Fisheries Ltd,2021,44,2021-11-01,0,,,,,
FS0054,Lyrawa Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,,Site recently stocked,,,,
FS0031,Pegal Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,,Site recently stocked,,,,
FS0016,Loch Alsh (Sron),FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS0015,Loch Greshornish,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.05,,,,,
FS0212,Invasion Bay,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.0625,,,,,
FS0209,Scallastle,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0,,,,,
FS0183,South Sound,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,2.5,,,Physical,,
FS0091,Meall Mhor Loch Fyne,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS0090,Ormsary Broodstock Unit,FB0061,Landcatch Natural Selection Ltd,2021,44,2021-11-01,0.45,,,,,
FS0088,Cloudin,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS0068,Calva Bay (Calbha Beag),FB0398,Loch Duart Ltd,2021,44,2021-11-01,0.69,,,,,
FS0067,Badcall Bay,FB0398,Loch Duart Ltd,2021,44,2021-11-01,0.16,,,,,
FS0237,Gorsten,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS0065,Loch Laxford,FB0398,Loch Duart Ltd,2021,44,2021-11-01,0,,,,,
FS0590,Glenan Bay,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0,,,,,
FS0559,Ardyne,FB0169,The Scottish Salmon Company,2021,44,2021-11-01,0.09,,,,,
FS0549,Tanera,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0,,,,,
FS0546,Nevis C (Ardintigh),FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0,,,,,
FS0531,Ornish Island,FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0,,,,,
FS0645,Kirk Noust,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,0.42,,,,,
FS0637,Stead of Aithness,FB0095,Cooke Aquaculture Scotland Ltd,2021,44,2021-11-01,1.8,,,,,
FS0621,Loch A Chairn Bhain,FB0398,Loch Duart Ltd,2021,44,2021-11-01,0.02,,,,,
FS0616,Nevis B,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,,Site recently stocked,,,,
FS0608,Vidlin North,FB0125,Scottish Sea Farms Ltd,2021,44,2021-11-01,0.7,,,,,
FS0605,Creag an T'Sagairt (Loch Hourn),FB0119,Mowi Scotland Ltd,2021,44,2021-11-01,0.45,,,,,
FS0599,MacLean's Nose,FB0119,Mowi Scotland Ltd,2021,43,2021-10-25,0,,,,,
FS1340,Mill Bay,FB0095,Cooke Aquaculture Scotland Ltd,2021,43,2021-10-25,1.8,,,,,
FS1337,Hunda,FB0125,Scottish Sea Farms Ltd,2021,43,2021-10-25,,Withdrawal period prior to harvesting,,,,
FS1288,Etive 6,FB0456,Dawnfresh Farming Ltd,2021,43,2021-10-25,,Site fallow,,,,
FS1286,Muck,FB0119,Mowi Scotland Ltd,2021,43,2021-10-25,2.51,,,Harvesting,,
FS1335,"Swarta Skerry, Dury Voe",FB0125,Scottish Sea Farms Ltd,2021,43,2021-10-25,0.02,,,,,
FS1334,Grey Horse Channel Outer,FB0119,Mowi Scotland Ltd,2021,43,2021-10-25,2.01,,,Bath,,Freshwater extended treatment
FS1281,Sgian Dubh,FB0169,The Scottish Salmon Company,2021,43,2021-10-25,0,,,,,
FS1280,Loch Carnan,FB0398,Loch Duart Ltd,2021,43,2021-10-25,0.08,,,,,
FS1330,Sconser Quarry,FB0119,Mowi Scotland Ltd,2021,43,2021-10-25,1.29,,,,,
FS1318,Portree Outer,FB0169,The Scottish Salmon Company,2021,43,2021-10-25,1.75,,,,,
FS1278,East of Papa Little,FB0440,Grieg Seafood Shetland Ltd,2021,43,2021-10-25,1.75,,,,,
FS1277,Reibinish,FB0169,The Scottish Salmon Company,2021,43,2021-10-25,0.39,,,,,
FS1317,Rum,FB0119,Mowi Scotland Ltd,2021,43,2021-10-25,2.15,,,Harvesting,,
FS1275,Flaeshins,FB0095,Cooke Aquaculture Scotland Ltd,2021,43,2021-10-25,0.45,,,,,
FS1310,Loch Pooltiel,FB0134,Kames Fish Farming Ltd,2021,43,2021-10-25,0.15,,,,,
FS1267,Gometra,FB0169,The Scottish Salmon Company,2021,43,2021-10-25,0.52,,,,,
FS1305,Westerbister,FB0125,Scottish Sea Farms Ltd,2021,43,2021-10-25,,Veterinary advice,,,,
FS1261,Hellisay,FB0119,Mowi Scotland Ltd,2021,43,2021-10-25,,Weather,,,,
FS1349,Bay of Holland,FB0095,Cooke Aquaculture Scotland Ltd,2021,43,2021-10-25,0.01,,,,,
